RCDTS,RCDT,Site_Number,Site_County,District_Clean,City_Clean,Site_Address,Site_Zip,School_Name_Clean,Title_1_Status,#_Student_Enrollment,%_Student_Enrollment_-_Low_Income,Student_Attendance_Rate,Student_Chronic_Truancy_Rate,Chronically_Truant_Students,High_School_Dropout_Rate_-_Total,High_School_4-Year_Graduation_Rate_-_Total,Chronic_Absenteeism,Free_Eligibles,Reduced_Eligibles,PaidEligibles,Enrollment,Eligibility_Percent,Participates_in_CEP,Poverty_Level
410570070262009,41057007026,14016,Madison,edwardsville cusd 7,moro,6321 Midway Dr,62067-1415,midway school,"Eligible, but Not a Participant in Title I Program",150,15.3,95.9,0,0,NA,NA,4.7,19,2,129,150,14,Non-CEP,Low Poverty
410570070262010,41057007026,14017,Madison,edwardsville cusd 7,edwardsville,59 S State Route 157,62025-3851,woodland elementary school,Schoolwide Title I Program,483,20.5,95.1,0,0,NA,NA,9.3,91,7,387,485,20.21,Non-CEP,Low Poverty
410570070262011,41057007026,60857,Madison,edwardsville cusd 7,edwardsville,101 District Dr,62025-7766,goshen elementary,"Eligible, but Not a Participant in Title I Program",487,17.2,95.7,0,0,NA,NA,4.1,69,14,407,490,16.940000000000001,Non-CEP,Low Poverty
410570070262012,41057007026,60856,Madison,edwardsville cusd 7,glen carbon,1014 Glen Crossing Rd,62034-8517,albert cassens elementary,"Eligible, but Not a Participant in Title I Program",505,20,95.8,0,0,NA,NA,7.4,85,13,406,504,19.440000000000001,Non-CEP,Low Poverty
410570080260001,41057008026,14019,Madison,bethalto cusd 8,bethalto,200 School St,62010-1046,civic memorial high school,"Eligible, but Not a Participant in Title I Program",754,37.3,93.7,11,83,3.3,93.5,21.5,268,36,448,752,40.43,Non-CEP,Mid-Low Poverty
410570080261002,41057008026,14020,Madison,bethalto cusd 8,bethalto,910 2nd St,62010-1437,wilbur trimpe middle school,Schoolwide Title I Program,511,45,95.4,0.4,2,NA,NA,8.6,226,23,265,514,48.44,Non-CEP,Mid-Low Poverty
410570080262003,41057008026,14021,Madison,bethalto cusd 8,bethalto,309 Albers Pl,62010-1473,bethalto east primary school,Schoolwide Title I Program,409,53.8,94.8,1.8,3,NA,NA,10.9,160,13,169,342,50.58,Non-CEP,Mid-High Poverty
410570080262007,41057008026,14024,Madison,bethalto cusd 8,moro,111 W Roosevelt Dr,62067-1545,meadowbrook intermediate sch,Schoolwide Title I Program,390,46.7,95.4,4.9,19,NA,NA,11.2,177,22,194,393,50.64,Non-CEP,Mid-Low Poverty
410570080262009,41057008026,15115,Madison,bethalto cusd 8,bethalto,600 E Central St,62010-1365,parkside primary school,Schoolwide Title I Program,361,49,95,4.5,16,NA,NA,12.9,168,15,181,364,50.27,Non-CEP,Mid-Low Poverty
410570090260001,41057009026,14028,Madison,granite city cusd 9,granite city,3101 Madison Ave,62040-3620,granite city high school,"Eligible, but Not a Participant in Title I Program",1821,47.4,91.6,18.5,344,6.1,70.3,26.1,1540,0,290,1830,84.11,CEP,Mid-Low Poverty
410570090261003,41057009026,14029,Madison,granite city cusd 9,granite city,3231 Nameoki Rd,62040-5001,coolidge junior high sch,Targeted Assistance Title I Program,904,55.3,92.5,16.2,148,NA,NA,25.3,862,0,49,911,94.52,CEP,Mid-High Poverty
410570090261004,41057009026,14030,Madison,granite city cusd 9,granite city,3801 Cargill Rd,62040-4215,grigsby intermediate sch,Schoolwide Title I Program,876,58.6,91.5,22.7,203,NA,NA,33.1,884,0,0,884,100,CEP,Mid-High Poverty
410570090262007,41057009026,14031,Madison,granite city cusd 9,granite city,2040 Johnson Rd,62040-3956,frohardt elem school,Schoolwide Title I Program,424,62.3,92.6,24.5,105,NA,NA,29.2,429,0,0,429,100,CEP,Mid-High Poverty
410570090262012,41057009026,14033,Madison,granite city cusd 9,granite city,4651 Maryville Rd,62040-2516,maryville elem school,Schoolwide Title I Program,405,59.3,91.8,25.6,104,NA,NA,31,409,0,0,409,100,CEP,Mid-High Poverty
410570090262013,41057009026,14034,Madison,granite city cusd 9,granite city,316 E Chain of Rocks Rd,62040-2721,mitchell elementary school,Schoolwide Title I Program,408,57.6,91.2,23,96,NA,NA,35.1,419,0,0,419,100,CEP,Mid-High Poverty
410570090262020,41057009026,14037,Madison,granite city cusd 9,granite city,2400 Wilson Ave,62040-6059,wilson elem school,Schoolwide Title I Program,473,67.4,91.4,29,138,NA,NA,37.8,482,0,0,482,100,CEP,Mid-High Poverty
410570090262022,41057009026,14038,Madison,granite city cusd 9,granite city,3200 Maryville Rd,62040-5144,prather elementary school,Schoolwide Title I Program,649,57.9,93.9,72.7,2,NA,NA,NA,397,0,0,397,100,CEP,Mid-High Poverty
410570100260001,41057010026,14041,Madison,collinsville cusd 10,collinsville,2201 S Morrison Ave,62234-1449,collinsville high school,NA,1896,54.2,93.4,13.8,247,5.3,88,26,896,127,921,1944,52.62,Non-CEP,Mid-High Poverty
410570100261003,41057010026,52743,Madison,collinsville cusd 10,collinsville,9649 Collinsville Rd,62234-1876,collinsville middle school,"Eligible, but Not a Participant in Title I Program",951,60.8,92.8,11,105,NA,NA,23.7,510,59,400,969,58.72,Non-CEP,Mid-High Poverty
410570100262001,41057010026,14043,Madison,collinsville cusd 10,collinsville,108 W Church St,62234-2725,webster elementary school,Schoolwide Title I Program,342,64.9,94.7,4.9,10,NA,NA,13.6,196,16,267,479,44.26,Non-CEP,Mid-High Poverty
410570100262006,41057010026,14044,Saint Clair,collinsville cusd 10,caseyville,433 S 2nd St,62232-1525,caseyville elementary school,Schoolwide Title I Program,361,84.5,94.7,5.1,15,NA,NA,16,280,14,70,364,80.77,Non-CEP,High Poverty
410570100262011,41057010026,14046,Madison,collinsville cusd 10,collinsville,9000 College St,62234-1701,kreitner elem school,Schoolwide Title I Program,352,86.4,94.3,15.5,38,NA,NA,13.8,396,0,29,425,93.03,CEP,High Poverty
410570100262013,41057010026,14047,Madison,collinsville cusd 10,collinsville,152 Boskydells Dr,62234-1901,jefferson elem school,Schoolwide Title I Program,105,40,94.9,1.2,1,NA,NA,14.2,27,11,75,113,33.630000000000003,Non-CEP,Mid-Low Poverty
410570100262014,41057010026,14048,Madison,collinsville cusd 10,collinsville,311 Camelot Dr,62234-4815,john a renfro elementary school,Schoolwide Title I Program,578,58.3,94.1,6,27,NA,NA,13.4,291,36,249,576,56.77,Non-CEP,Mid-High Poverty
410570100262020,41057010026,14049,Madison,collinsville cusd 10,collinsville,408 Willoughby Ln,62234-3742,summit elementary school,Schoolwide Title I Program,105,54.3,94.2,3.5,3,NA,NA,15.3,52,6,47,105,55.24,Non-CEP,Mid-High Poverty
410570100262022,41057010026,14050,Madison,collinsville cusd 10,maryville,6900 W Main St,62062-6634,maryville elem school,NA,351,31.3,95.3,1,3,NA,NA,9.4,95,11,251,357,29.69,Non-CEP,Mid-Low Poverty
410570100262023,41057010026,14051,Madison,collinsville cusd 10,collinsville,1937 S Morrison Ave,62234-1515,twin echo elem school,Schoolwide Title I Program,224,59.8,93.6,6.7,12,NA,NA,21.9,119,13,93,225,58.67,Non-CEP,Mid-High Poverty
410570100262024,41057010026,14042,Madison,collinsville cusd 10,collinsville,1841 Vandalia St,62234-4854,dorris intermediate sch,"Eligible, but Not a Participant in Title I Program",988,63.2,93.3,10.3,102,NA,NA,21.5,567,45,375,987,62.01,Non-CEP,Mid-High Poverty
410570110260001,41057011026,14053,Madison,alton cusd 11,alton,4200 Humbert Rd,62002-7117,alton high school,Schoolwide Title I Program,1969,44.4,92,26,505,6,85.7,29.7,1592,0,422,2014,79.040000000000006,CEP,Mid-Low Poverty
410570110261006,41057011026,56989,Madison,alton cusd 11,alton,2200 College Ave,62002-4602,alton middle school,Schoolwide Title I Program,1399,56.7,93.4,20.4,289,NA,NA,24.1,1364,0,58,1422,95.89,CEP,Mid-High Poverty
410570110262007,41057011026,14057,Madison,alton cusd 11,alton,2400 Henry St,62002-4446,eunice smith elem school,Schoolwide Title I Program,195,74.9,93.2,29.6,40,NA,NA,25.1,198,0,0,198,100,CEP,Mid-High Poverty
410570110262010,41057011026,14058,Madison,alton cusd 11,godfrey,1613 W Delmar Ave,62035-1317,gilson brown elem school,Schoolwide Title I Program,224,63.4,94.4,23.2,21,NA,NA,20.9,226,0,0,226,100,CEP,Mid-High Poverty
410570110262015,41057011026,14061,Madison,alton cusd 11,godfrey,6800 Humbert Rd,62035-2250,lewis  clark elem school,Schoolwide Title I Program,295,60.3,94.4,17.9,28,NA,NA,16,298,0,0,298,100,CEP,Mid-High Poverty
410570110262024,41057011026,56995,Madison,alton cusd 11,alton,1043 Tremont St,62002-6749,lovejoy elem school,Schoolwide Title I Program,246,63.4,94.5,16.9,28,NA,NA,19.9,248,0,0,248,100,CEP,Mid-High Poverty
410570110262028,41057011026,14056,Madison,alton cusd 11,alton,1513 State St,62002-3456,west elementary school,Schoolwide Title I Program,543,55.6,94.2,19.5,85,NA,NA,19,550,0,0,550,100,CEP,Mid-High Poverty
410570110262029,41057011026,56987,Madison,alton cusd 11,alton,1035 Washington Ave,62002-2802,east elementary school,Schoolwide Title I Program,424,65.6,94.5,21.1,99,NA,NA,17.4,429,0,0,429,100,CEP,Mid-High Poverty
410570110262030,41057011026,56988,Madison,alton cusd 11,godfrey,5600 Godfrey Rd,62035-2422,north elementary school,Schoolwide Title I Program,559,56.9,95,19.1,117,NA,NA,13.4,562,0,0,562,100,CEP,Mid-High Poverty
410570120260001,41057012026,14072,Madison,madison cusd 12,madison,600 Farrish St,62060-1567,madison senior high school,Schoolwide Title I Program,181,100,75.4,100,137,8.7,86.6,100,187,0,0,187,100,CEP,High Poverty
410570120262008,41057012026,14074,Madison,madison cusd 12,madison,1040 College St,62060-1012,bernard long elem school,Schoolwide Title I Program,339,98.8,89,81.3,186,NA,NA,56.4,375,0,0,375,100,CEP,High Poverty
410570130021001,41057013002,14076,Madison,east alton sd 13,east alton,1000 3rd St,62024-1605,east alton middle school,Schoolwide Title I Program,217,65.4,93,16.8,36,NA,NA,27.5,220,0,0,220,100,CEP,Mid-High Poverty
410570130022002,41057013002,14077,Madison,east alton sd 13,east alton,1030 3rd St,62024-1605,eastwood elem school,Schoolwide Title I Program,441,58.7,91.5,19.9,73,NA,NA,31.5,456,0,0,456,100,CEP,Mid-High Poverty
410570130023002,41057013002,14079,Madison,east alton sd 13,east alton,210 E Saint Louis Ave,62024-1455,washington elem school,"Eligible, but Not a Participant in Title I Program",107,75.7,NA,NA,NA,NA,NA,NA,109,0,0,109,100,CEP,High Poverty
410570140160001,41057014016,14080,Madison,east altonwood river chsd 14,wood river,777 N Wood River Ave,62095-1227,east altonwood river high sch,Schoolwide Title I Program,597,62,92.7,10.3,60,3.9,85.1,26,349,34,231,614,62.38,Non-CEP,Mid-High Poverty
410570150031001,41057015003,14082,Madison,wood riverhartford esd 15,wood river,501 E Lorena Ave,62095-2123,lewisclark jr high school,Schoolwide Title I Program,229,69.9,93.5,12.1,27,NA,NA,25.5,186,0,47,233,79.63,CEP,Mid-High Poverty
410570150032002,41057015003,14083,Madison,wood riverhartford esd 15,wood river,501 E Lorena Ave,62095-2123,lewisclark elem school,Schoolwide Title I Program,274,63.9,94.8,7.4,16,NA,NA,11.6,265,0,15,280,94.63,CEP,Mid-High Poverty
410570150032004,41057015003,14084,Madison,wood riverhartford esd 15,hartford,110 W 2nd St,62048-1204,hartford elem school,Schoolwide Title I Program,203,71.4,92.9,18.4,18,NA,NA,25.6,211,0,0,211,100,CEP,Mid-High Poverty
440630020031001,44063002003,44465,McHenry,nippersink sd 2,richmond,10006 N Main St,60071-9436,nippersink middle school,NA,408,20.1,95,2.2,9,NA,NA,9.5,79,8,323,410,21.22,Non-CEP,Low Poverty
440630020032001,44063002003,14152,McHenry,nippersink sd 2,richmond,5815 Broadway St,60071-7701,richmond grade school,Targeted Assistance Title I Program,428,19.9,95.1,0.8,3,NA,NA,8.4,88,3,341,432,21.06,Non-CEP,Low Poverty
440630020032002,44063002003,14146,McHenry,nippersink sd 2,spring grove,2018 Main Street Rd,60081-9693,spring grove elementary school,NA,298,16.4,94.9,0.9,2,NA,NA,6.5,45,2,227,274,17.149999999999999,Non-CEP,Low Poverty
440630030031001,44063003003,14139,McHenry,fox river grove cons sd 3,fox river grove,401 Orchard St,60021-1145,fox river grove middle school,"Eligible, but Not a Participant in Title I Program",187,12.3,95.8,0,0,NA,NA,5.3,25,2,121,148,18.239999999999998,Non-CEP,Low Poverty
440630030032001,44063003003,14140,McHenry,fox river grove cons sd 3,fox river grove,975 Algonquin Rd,60021-1820,algonquin road elem school,Targeted Assistance Title I Program,203,13.3,96,0,0,NA,NA,6.6,32,4,206,242,14.88,Non-CEP,Low Poverty
440630120260002,44063012026,14147,McHenry,johnsburg cusd 12,johnsburg,2002 W Ringwood Rd,60051-8573,johnsburg high school,Targeted Assistance Title I Program,593,22.3,95.2,7.3,41,3.5,89.3,11.9,133,20,450,603,25.37,Non-CEP,Low Poverty
440630120261003,44063012026,14148,McHenry,johnsburg cusd 12,johnsburg,2220 Church St,60051-5910,johnsburg jr high school,Targeted Assistance Title I Program,434,25.1,96.6,3.2,14,NA,NA,4.5,116,12,311,439,29.16,Non-CEP,Mid-Low Poverty
440630120262001,44063012026,14149,McHenry,johnsburg cusd 12,johnsburg,2118 Church St,60051-5910,johnsburg elementary school,Targeted Assistance Title I Program,335,29.6,96.4,1.5,5,NA,NA,3.2,96,14,231,341,32.26,Non-CEP,Mid-Low Poverty
440630120262002,44063012026,14150,McHenry,johnsburg cusd 12,ringwood,4700 School Rd,60072-9606,ringwood school primary ctr,Targeted Assistance Title I Program,421,29,96.1,0.5,1,NA,NA,4.7,87,10,226,323,30.03,Non-CEP,Mid-Low Poverty
440630150041006,44063015004,46252,McHenry,mchenry ccsd 15,mchenry,2120 W Lincoln Rd,60051-3634,mchenry middle school,NA,762,36.4,95.1,4.3,33,NA,NA,12.6,249,39,539,827,34.82,Non-CEP,Mid-Low Poverty
440630150041007,44063015004,14156,McHenry,mchenry ccsd 15,mchenry,1802 N Ringwood Rd,60050-1340,parkland school,NA,821,39.1,94.7,1.1,9,NA,NA,13.7,293,33,581,907,35.94,Non-CEP,Mid-Low Poverty
440630150041008,44063015004,14155,McHenry,mchenry ccsd 15,mchenry,3711 W Kane Ave,60050-5524,chauncey h duker school,Schoolwide Title I Program,438,43.6,94.7,1.4,6,NA,NA,12.1,184,24,269,477,43.61,Non-CEP,Mid-Low Poverty
440630150042001,44063015004,14157,McHenry,mchenry ccsd 15,mchenry,701 N Green St,60050-5517,edgebrook elem school,Schoolwide Title I Program,498,43.4,95.7,1.1,3,NA,NA,6.8,225,17,102,344,70.349999999999994,Non-CEP,Mid-Low Poverty
440630150042002,44063015004,14158,McHenry,mchenry ccsd 15,mchenry,2615 W Lincoln Rd,60051-3639,hilltop elem school,Schoolwide Title I Program,441,44.9,94.3,2.9,10,NA,NA,16.7,187,26,222,435,48.97,Non-CEP,Mid-Low Poverty
440630150042003,44063015004,14159,McHenry,mchenry ccsd 15,mchenry,3614 Waukegan Rd,60050-4343,landmark elem school,NA,239,10.9,96.3,0,0,NA,NA,3,28,6,219,253,13.44,Non-CEP,Low Poverty
440630150042004,44063015004,14160,McHenry,mchenry ccsd 15,mchenry,6515 W IL Route 120,60050-7450,valley view elem school,Schoolwide Title I Program,563,34.6,94.5,1.4,7,NA,NA,13.1,188,18,398,604,34.11,Non-CEP,Mid-Low Poverty
440630150042005,44063015004,14161,McHenry,mchenry ccsd 15,mchenry,300 S Driftwood Trl,60050-5456,riverwood elementary school,Schoolwide Title I Program,601,46.4,95.3,0.9,5,NA,NA,8.9,263,25,321,609,47.29,Non-CEP,Mid-Low Poverty
440630180042001,44063018004,14163,McHenry,riley ccsd 18,marengo,9406 Riley Rd,60152-9013,riley comm cons school,Targeted Assistance Title I Program,292,23.3,96.1,2.7,7,NA,NA,2.3,73,8,217,298,27.18,Non-CEP,Low Poverty
440630190240002,44063019024,14164,McHenry,alden hebron sd 19,hebron,9604 Illinois St,60034-9618,aldenhebron high school,Targeted Assistance Title I Program,110,29.1,93.5,15.2,17,0.9,80,21.5,32,6,74,112,33.93,Non-CEP,Mid-Low Poverty
440630190241001,44063019024,14165,McHenry,alden hebron sd 19,hebron,9604 Illinois St,60034-9618,aldenhebron middle school,Schoolwide Title I Program,94,52.1,95.8,2.2,2,NA,NA,8.7,49,5,41,95,56.84,Non-CEP,Mid-High Poverty
440630190242001,44063019024,14166,McHenry,alden hebron sd 19,hebron,11915 Price Rd,60034-9540,alden hebron elem school,Schoolwide Title I Program,216,44,96.4,2,3,NA,NA,3.4,72,13,130,215,39.53,Non-CEP,Mid-Low Poverty
440630260041004,44063026004,14167,McHenry,cary ccsd 26,cary,2109 Crystal Lake Rd,60013-1426,cary jr high school,NA,843,21.5,95.4,5.8,49,NA,NA,8.8,192,19,637,848,24.88,Non-CEP,Low Poverty
440630260042002,44063026004,14169,McHenry,cary ccsd 26,cary,100 S Wulff St,60013-2528,briargate elem school,NA,355,15.5,95.4,5,19,NA,NA,5.6,61,2,294,357,17.649999999999999,Non-CEP,Low Poverty
440630260042004,44063026004,14171,McHenry,cary ccsd 26,cary,1514 3 Oaks Rd,60013-6100,three oaks school,Schoolwide Title I Program,477,44,94.8,15.9,61,NA,NA,9.6,232,14,235,481,51.14,Non-CEP,Mid-Low Poverty
440630260042005,44063026004,15114,McHenry,cary ccsd 26,cary,2211 Crystal Lake Rd,60013-1470,deer path elem school,NA,464,18.5,95.8,8.9,44,NA,NA,6.3,90,13,364,467,22.06,Non-CEP,Low Poverty
440630260042007,44063026004,76388,McHenry,cary ccsd 26,cary,401 N 1st St,NA,oak knoll early childhood center,NA,349,26.4,NA,NA,NA,NA,NA,NA,87,1,210,298,29.53,Non-CEP,Mid-Low Poverty
440630360022001,44063036002,14173,McHenry,harrison sd 36,wonder lake,6809 McCullom Lake Rd,60097-9546,harrison elem school,Schoolwide Title I Program,403,68.5,94.7,2.5,8,NA,NA,10.5,180,20,157,357,56.02,Non-CEP,Mid-High Poverty
440630460031001,44063046003,42499,McHenry,prairie grove csd 46,crystal lake,3225 IL Route 176,60014-2145,prairie grove junior high school,Targeted Assistance Title I Program,232,22.4,95,0,0,NA,NA,11.7,43,4,185,232,20.260000000000002,Non-CEP,Low Poverty
440630460032001,44063046003,14174,McHenry,prairie grove csd 46,crystal lake,3223 IL Route 176,60014-2145,prairie grove elem school,Targeted Assistance Title I Program,454,18.7,95.3,0,0,NA,NA,7.6,78,5,331,414,20.05,Non-CEP,Low Poverty
440630470041004,44063047004,14175,McHenry,crystal lake ccsd 47,crystal lake,560 Nash Rd,60014-7138,lundahl middle school,NA,755,26.2,95.1,0.8,6,NA,NA,9.8,165,22,570,757,24.7,Non-CEP,Mid-Low Poverty
440630470041005,44063047004,14176,McHenry,crystal lake ccsd 47,crystal lake,515 E Crystal Lake Ave,60014-6215,hannah beardsley middle school,Schoolwide Title I Program,1013,32.4,94.6,1.5,15,NA,NA,13.5,289,31,694,1014,31.56,Non-CEP,Mid-Low Poverty
440630470041006,44063047004,14177,McHenry,crystal lake ccsd 47,crystal lake,170 N Oak St,60014-4246,richard f bernotas middle sch,NA,864,22.5,94.7,0.9,8,NA,NA,10.9,171,15,673,859,21.65,Non-CEP,Low Poverty
440630470042001,44063047004,14178,McHenry,crystal lake ccsd 47,crystal lake,875 Canterbury Dr,60014-7871,canterbury elem school,Schoolwide Title I Program,439,53.1,94.8,2.4,9,NA,NA,11.1,213,13,207,433,52.19,Non-CEP,Mid-High Poverty
440630470042002,44063047004,14179,McHenry,crystal lake ccsd 47,crystal lake,131 W Paddock St,60014-6125,husmann elem school,NA,471,19.7,95.2,0.5,2,NA,NA,6.7,87,7,377,471,19.96,Non-CEP,Low Poverty
440630470042003,44063047004,14180,McHenry,crystal lake ccsd 47,crystal lake,820 Darlington Ln,60014-7883,coventry elem school,Schoolwide Title I Program,583,44.9,94.8,0.6,3,NA,NA,12,235,21,330,586,43.69,Non-CEP,Mid-Low Poverty
440630470042005,44063047004,14181,McHenry,crystal lake ccsd 47,crystal lake,500 W Woodstock St,60014-3425,north elem school,Schoolwide Title I Program,696,32.6,94.9,1.2,7,NA,NA,10.9,203,17,472,692,31.79,Non-CEP,Mid-Low Poverty
440630470042007,44063047004,14182,McHenry,crystal lake ccsd 47,crystal lake,601 Golf Rd,60014-5644,south elem school,"Eligible, but Not a Participant in Title I Program",374,23,95.2,0,0,NA,NA,9.5,69,17,287,373,23.06,Non-CEP,Low Poverty
440630470042008,44063047004,14183,McHenry,crystal lake ccsd 47,crystal lake,100 Briarwood Dr,60014-5190,west elem school,NA,512,21.1,95,0.9,4,NA,NA,8.3,94,12,401,507,20.91,Non-CEP,Low Poverty
440630470042009,44063047004,14184,McHenry,crystal lake ccsd 47,crystal lake,651 Village Rd,60014-2005,indian prairie elem school,"Eligible, but Not a Participant in Title I Program",513,29.2,95.6,0,0,NA,NA,6.3,124,20,375,519,27.75,Non-CEP,Mid-Low Poverty
440630470042010,44063047004,14185,McHenry,crystal lake ccsd 47,crystal lake,1100 Alexandra Blvd,60014-1947,woods creek elementary school,NA,566,11.5,95.8,0,0,NA,NA,5.6,53,10,503,566,11.13,Non-CEP,Low Poverty
440630470042011,44063047004,46341,McHenry,crystal lake ccsd 47,crystal lake,1120 Village Rd,60014-2908,glacier ridge elementary school,NA,621,21.3,95.6,0,0,NA,NA,7,124,11,520,655,20.61,Non-CEP,Low Poverty
440630500260001,44063050026,14186,McHenry,harvard cusd 50,harvard,1103 N Jefferson St,60033-1757,harvard high school,Schoolwide Title I Program,740,43.2,91.4,2.4,17,5.7,83.6,31.6,537,0,196,733,73.22,CEP,Mid-Low Poverty
440630500261002,44063050026,14187,McHenry,harvard cusd 50,harvard,1301 Garfield St,60033-1737,harvard jr high school,Schoolwide Title I Program,590,49.3,94.3,8.6,50,NA,NA,17.5,575,0,14,589,97.48,CEP,Mid-Low Poverty
440630500262003,44063050026,14188,McHenry,harvard cusd 50,harvard,1200 N Jefferson St,60033-1730,jefferson elem school,Schoolwide Title I Program,407,30.5,95,5.1,21,NA,NA,14.4,406,0,0,406,100,CEP,Mid-Low Poverty
440630500262007,44063050026,64661,McHenry,harvard cusd 50,harvard,401 Hereley Dr,60033-8370,crosby elem sch,Schoolwide Title I Program,798,50.4,94.4,7.7,47,NA,NA,14.4,783,0,17,800,97.79,CEP,Mid-High Poverty
440630500263001,44063050026,14190,McHenry,harvard cusd 50,harvard,305 S Hutchinson St,60033-2718,washington elem school,Schoolwide Title I Program,164,56.1,NA,NA,NA,NA,NA,NA,136,0,23,159,85.52,CEP,Mid-High Poverty
440631540160001,44063154016,14191,McHenry,marengo chsd 154,marengo,110 Franks Rd,60152-3425,marengo high school,Targeted Assistance Title I Program,665,28,94.9,7.9,51,1.7,90.5,14.5,143,27,512,682,24.93,Non-CEP,Mid-Low Poverty
440631550160001,44063155016,14192,McHenry,chsd 155,crystal lake,45 W Franklin Ave,60014-6160,crystal lake central high school,Targeted Assistance Title I Program,1477,28.1,94.2,6.1,91,2,95.6,15.8,392,48,1040,1480,29.73,Non-CEP,Mid-Low Poverty
440631550160002,44063155016,14193,McHenry,chsd 155,cary,2208 3 Oaks Rd,60013-1627,carygrove community high school,NA,1644,17,94.7,3.4,57,1.3,94.8,13.4,237,32,1376,1645,16.350000000000001,Non-CEP,Low Poverty
440631550160003,44063155016,14194,McHenry,chsd 155,crystal lake,1200 S McHenry Ave,60014-7495,crystal lake south high school,Targeted Assistance Title I Program,1480,23,94.1,3.6,50,1.3,97.1,16,301,32,1056,1389,23.97,Non-CEP,Low Poverty
440631550160004,44063155016,14195,McHenry,chsd 155,crystal lake,6000 Dvorak Dr,60012-3514,prairie ridge high school,NA,1371,11.2,95.1,1.7,23,0.9,95.6,9.4,111,18,1246,1375,9.3800000000000008,Non-CEP,Low Poverty
440631560160001,44063156016,64304,McHenry,mchenry chsd 156,mchenry,4724 W Crystal Lake Rd,60050-5427,mchenry high schoolwest campus,Targeted Assistance Title I Program,1443,33.5,92.6,7.1,102,3,92.4,18.4,425,47,1068,1540,30.65,Non-CEP,Mid-Low Poverty
440631560160002,44063156016,64305,McHenry,mchenry chsd 156,mchenry,1012 N Green St,60050-5721,mchenry  east high school,NA,700,29.3,92.1,14.8,103,4.5,92,21.7,182,20,521,723,27.94,Non-CEP,Mid-Low Poverty
440631580220002,44063158022,14197,McHenry,huntley community school district 158,huntley,13719 Harmony Rd,60142-9792,huntley high school,Targeted Assistance Title I Program,3082,10.9,93.6,0.1,3,1.1,91.3,16.7,289,62,2717,3068,11.44,Non-CEP,Low Poverty
440631580221002,44063158022,54829,McHenry,huntley community school district 158,algonquin,725 Academic Dr,60102-4422,heineman middle school,NA,859,12.7,96,0,0,NA,NA,7.7,97,15,747,859,13.04,Non-CEP,Low Poverty
440631580221003,44063158022,54830,McHenry,huntley community school district 158,lake in the hills,9625 Haligus Rd,60156-5897,marlowe middle school,Targeted Assistance Title I Program,1372,13.6,94.9,0,0,NA,NA,11.8,166,34,1167,1367,14.63,Non-CEP,Low Poverty
440631580222003,44063158022,44230,McHenry,huntley community school district 158,lake in the hills,10910 Reed Rd,60156-1093,chesak elementary school,Targeted Assistance Title I Program,960,16.4,95.5,0.2,1,NA,NA,8.8,150,8,586,744,21.24,Non-CEP,Low Poverty
440631580222004,44063158022,44231,McHenry,huntley community school district 158,huntley,13723 Harmony Rd,60142-9792,leggee elementary school,NA,882,11.6,95.9,0.7,5,NA,NA,6.4,78,21,784,883,11.21,Non-CEP,Low Poverty
440631580222005,44063158022,48732,McHenry,huntley community school district 158,lake in the hills,10920 Reed Rd,60156-1093,martin elementary school,Targeted Assistance Title I Program,887,14.3,95.3,0.6,5,NA,NA,8.7,105,35,750,890,15.73,Non-CEP,Low Poverty
440631580222006,44063158022,54832,McHenry,huntley community school district 158,algonquin,800 Academic Dr,60102-4421,mackeben elementary school,NA,567,12.3,96.1,0,0,NA,NA,3.9,65,8,494,567,12.87,Non-CEP,Low Poverty
440631580222007,44063158022,54833,McHenry,huntley community school district 158,algonquin,750 Academic Dr,60102-4422,conley elementary school,NA,675,13.5,95.7,0.1,1,NA,NA,7.4,79,12,583,674,13.5,Non-CEP,Low Poverty
440631650031001,44063165003,54653,McHenry,marengounion e cons d 165,marengo,816 E Grant Hwy,60152-3400,marengo comm middle school,Schoolwide Title I Program,341,39.3,94.4,9,31,NA,NA,16.6,186,51,340,577,41.07,Non-CEP,Mid-Low Poverty
440631650032002,44063165003,14201,McHenry,marengounion e cons d 165,marengo,539 S Locust St,60152-3413,locust elem school,Schoolwide Title I Program,478,50,95.4,4.6,13,NA,NA,9.5,206,37,234,477,50.94,Non-CEP,Mid-Low Poverty
440632000260008,44063200026,14205,McHenry,woodstock cusd 200,woodstock,501 W South St,60098-3756,woodstock high school,"Eligible, but Not a Participant in Title I Program",1008,39.3,95.1,5.7,57,1.8,95.8,11,354,36,654,1044,37.36,Non-CEP,Mid-Low Poverty
440632000260009,44063200026,60980,McHenry,woodstock cusd 200,woodstock,3000 Raffel Rd,60098-8302,woodstock north high school,"Eligible, but Not a Participant in Title I Program",949,33.3,94.4,5.9,54,2.5,96.4,15.7,267,40,661,968,31.71,Non-CEP,Mid-Low Poverty
440632000261006,44063200026,14206,McHenry,woodstock cusd 200,woodstock,2121 N Seminary Ave,60098-2641,northwood middle school,Schoolwide Title I Program,640,40.6,94.6,1.4,9,NA,NA,12.6,207,43,412,662,37.76,Non-CEP,Mid-Low Poverty
440632000261007,44063200026,59179,McHenry,woodstock cusd 200,woodstock,3201 Hercules Rd,60098-6700,creekside middle school,Schoolwide Title I Program,782,44.4,95,5.2,40,NA,NA,13.9,306,38,466,810,42.47,Non-CEP,Mid-Low Poverty
